movie_id,title,tags
72190,World War Z,"life for former unit nation investig gerri lane and hi famili seem content. suddenly, the world is plagu by a mysteri infect turn whole human popul into rampag mindless zombies. after bare escap the chaos, lane is persuad to go on a mission to investig thi disease. what follow is a peril trek around the world where lane must brave horrif danger and long odd to find answer befor human civil falls. action drama horror sciencefict thriller dystopia apocalyps zombi nuclearweapon multipleperspect zombieapocalyps bradpitt mireilleeno abigailhargrov marcforst"
277,Underworld,"vampir and werewolv have wage a nocturn war against each other for centuries. but all bet are off when a femal vampir warrior name selene, who' famou for her strength and werewolf-hunt prowess, becom smitten with a peace-lov male werewolf, michael, who want to end the war. fantasi action thriller budapest subway loveofone'slif vampir bite descend hostil shootout werewolf blunt fangvamp katebeckinsal scottspeedman michaelsheen lenwiseman"
18360,Night at the Museum: Battle of the Smithsonian,"hapless museum night watchman larri daley must help hi living, breath exhibit friend out of a pickl now that they'v been transfer to the archiv at the smithsonian institution. larry' (mis)adventur thi time includ close encount with amelia earhart, abe lincoln and ivan the terrible. adventur fantasi action comedi famili museum theodoreroosevelt duringcreditssting ameliaearhart smithsonian benstil amyadam owenwilson shawnlevi"
58574,Sherlock Holmes: A Game of Shadows,"there is a new crimin mastermind at larg (professor moriarty) and not onli is he holmes’ intellectu equal, but hi capac for evil and lack of conscienc may give him an advantag over the detective. adventur action crime mysteri detectiveinspector steampunk criminalmastermind robertdowneyjr. judelaw jaredharri guyritchi"
772,Home Alone 2: Lost in New York,"instead of fli to florida with hi folks, kevin end up alon in new york, where he get a hotel room with hi dad' credit card—despit problem from a clerk and meddl bellboy. but when kevin run into hi old nemeses, the wet bandits, he' determin to foil their plan to rob a toy store on christma eve. comedi famili adventur crime holiday newyork newyorkc christma macaulayculkin joepesci catherineo'hara chriscolumbu"
89,Indiana Jones and the Last Crusade,"when dr. henri jone sr. suddenli goe miss while pursu the holi grail, emin archaeologist indiana must team up with marcu brody, sallah and elsa schneider to follow in hi father' footstep and stop the nazi from recov the power of etern life. adventur action savingtheworld venic holygrail librari riddl fathersonrelationship whip treasur nazi entrap crusad treasurehunt escap panzer orderofthetemplar archaeologist indianajon archeolog harrisonford seanconneri denholmelliott stevenspielberg"
8681,Taken,"while vacat with a friend in paris, an american girl is kidnap by a gang of human traffick intent on sell her into forc prostitution. work against the clock, her ex-spi father must pull out all the stop to save her. but with hi best year possibl behind him, the job may be more than he can handle. action thriller pari kidnap humantraffick rescu prostitut albanian missingdaught exciaag liamneeson famkejanssen maggiegrac pierremorel"
14,American Beauty,"lester burnham, a depress suburban father in a mid-lif crisis, decid to turn hi hectic life around after develop an infatu with hi daughter' attract friend. drama malenud femalenud adulteri midlifecrisi comingout firsttim camcord virgin nuditi filmmak estateag satir loneli darkcomedi suburbia comingofag marijuana exercis parentchildrelationship bittersweet affair kevinspacey annetteben thorabirch sammend"
1402,The Pursuit of Happyness,"the true stori of christoph gardner, who invest heavili in a devic known as a 'bone densiti scanner', onli to find himself struggl to sell the product as it' just margin better than the current technology, and much more expensive. hi wife leav him, he lose hi house, bank account and credit card and, now forc to live out in the street with hi young son, he' desper to find a steadi job. he take on a job as a stockbrok but, befor he can receiv pay, he need to go through 6 month of training, and must sell hi devices. drama sanfrancisco singlepar homelessperson bu worker homeless work churchservic badluck biographi salesman stockbrok willsmith jadensmith thandienewton gabrielemuccino"
157350,Divergent,"in a world divid into faction base on person types, tri learn that she' been classifi as diverg and won't fit in. when she discov a plot to destroy divergents, tri and the mysteri four must find out what make diverg danger befor it' too late. adventur action sciencefict basedonnovel dystopia youth dystopicfutur castesystem diverg basedonyoungadultnovel shailenewoodley theojam katewinslet neilburg"
408,Snow White and the Seven Dwarfs,"a beauti girl, snow white, take refug in the forest in the hous of seven dwarf to hide from her stepmother, the wick queen. the queen is jealou becaus she want to be known as ""the fairest in the land,"" and snow white' beauti surpass her own. fantasi anim famili poison witch becominganadult sad queen attemptedmurd dyinganddeath appear princess candlelightvigil snowwhit adrianacaselotti lucillelavern harrystockwel davidhand"
156022,The Equalizer,"in the equalizer, denzel washington play mccall, a man who believ he ha put hi mysteri past behind him and dedic himself to begin a new, quiet life. but when mccall meet teri (chloë grace moretz), a young girl under the control of ultra-viol russian gangsters, he can’t stand idli by – he ha to help her. arm with hidden skill that allow him to serv vengeanc against anyon who would brutal the helpless, mccall come out of hi self-impos retir and find hi desir for justic reawakened. if someon ha a problem, if the odd are stack against them, if they have nowher els to turn, mccall will help. he is the equalizer. thriller action crime corrupt assassin hostag fbi hitman russian securitycamera sadism vigilant sociopath reveng suspens organizedcrim gore gangster violenc teenageprostitut commando interrog surveil exsoldi fakeddeath loner callgirl blackop handtohandcombat mysteriouspast denzelwashington martoncsoka chloëgracemoretz antoinefuqua"
24,Kill Bill: Vol. 1,"an assassin is shot at the altar by her ruthless employer, bill and other member of their assassin circl – but 'the bride' live to plot her vengeance. set out for some payback, she make a death list and hunt down those who wrong her, save bill for last. action crime japan coma martialart kungfu underworld yakuza sword bride reveng gore femaleyakuza blood wed samuraisword partanim umathurman lucyliu vivicaa.fox quentintarantino"
673,Harry Potter and the Prisoner of Azkaban,"harry, ron and hermion return to hogwart for anoth magic-fil year. harri come face to face with danger yet again, thi time in the form of escap convict, siriu black – and turn to sympathet professor lupin for help. adventur fantasi famili fli traitor magic cuttingthecord childhero broom sorcerer'sapprentic schoolofwitchcraft griffon blackmag timetravel bestfriend werewolf dark muggl aftercreditssting danielradcliff rupertgrint emmawatson alfonsocuarón"
807,Se7en,"two homicid detect are on a desper hunt for a serial killer whose crime are base on the ""seven deadli sins"" in thi dark and haunt film that take viewer from the tortur remain of one victim to the next. the season det. sommerset research each sin in an effort to get insid the killer' mind, while hi novic partner, mills, scoff at hi effort to unravel the case. crime mysteri thriller self-fulfillingpropheci detect s.w.a.t. drugdeal eviscer lustandimpuls rageandh prideandvan immoder insomnia investig pension polic serialkil bradpitt morganfreeman gwynethpaltrow davidfinch"
137113,Edge of Tomorrow,"major bill cage is an offic who ha never seen a day of combat when he is unceremoni demot and drop into combat. cage is kill within minutes, manag to take an alpha alien down with him. he awaken back at the begin of the same day and is forc to fight and die again... and again - as physic contact with the alien ha thrown him into a time loop. action sciencefict dejavu timewarp restart dystopia war alien militaryoffic soldier alieninvas exoskeleton tomcruis emilyblunt brendangleeson dougliman"
694,The Shining,"jack torranc accept a caretak job at the overlook hotel, where he, along with hi wife wendi and their son danny, must live isol from the rest of the world for the winter. but they aren't prepar for the mad that lurk within. horror thriller hotel isol hoteli colorado maze bartend ax delus loneli caretak vision snow writer alcohol snowedin offseason jacknicholson shelleyduval dannylloyd stanleykubrick"
12155,Alice in Wonderland,"alice, an unpretenti and individu 19-year-old, is betroth to a dunc of an english nobleman. at her engag party, she escap the crowd to consid whether to go through with the marriag and fall down a hole in the garden after spot an unusu rabbit. arriv in a strang and surreal place call 'underland,' she find herself in a world that resembl the nightmar she had as a child, fill with talk animals, villain queen and knights, and frumiou bandersnatches. alic realiz that she is there for a reason – to conquer the horrif jabberwocki and restor the right queen to her throne. famili fantasi adventur basedonnovel fictionalplac queen fantasi aliceinwonderland fantasyworld 3d miawasikowska johnnydepp annehathaway timburton"
1891,The Empire Strikes Back,"the epic saga continu as luke skywalker, in hope of defeat the evil galact empire, learn the way of the jedi from age master yoda. but darth vader is more determin than ever to captur luke. meanwhile, rebel leader princess leia, cocki han solo, chewbacca, and droid c-3po and r2-d2 are thrown into variou stage of capture, betray and despair. adventur action sciencefict rebel android asteroid spacebattl snowstorm spacecoloni spaceship lightsab jedi goodvsevil rebellion theforc spaceopera stormtroop wooki jedimast jeditrain droid markhamil harrisonford carriefish irvinkershn"
54138,Star Trek Into Darkness,"when the crew of the enterpris is call back home, they find an unstopp forc of terror from within their own organ ha deton the fleet and everyth it stand for, leav our world in a state of crisis. with a person score to settle, captain kirk lead a manhunt to a war-zon world to captur a one man weapon of mass destruction. as our hero are propel into an epic chess game of life and death, love will be challenged, friendship will be torn apart, and sacrific must be made for the onli famili kirk ha left: hi crew. action adventur sciencefict spacecraft friendship sequel futurist space alien imax spaceopera terroristbomb 3d chrispin zacharyquinto zoesaldana j.j.abram"
675,Harry Potter and the Order of the Phoenix,"return for hi fifth year of studi at hogwarts, harri is stun to find that hi warn about the return of lord voldemort have been ignored. left with no choice, harri take matter into hi own hands, train a small group of student – dub 'dumbledore' army' – to defend themselv against the dark arts. adventur fantasi famili mysteri propheci witch lossoflov magic cuttingthecord childhero dyinganddeath broom sorcerer'sapprentic schoolofwitchcraft blackmag deathofafriend sorceri occult danielradcliff rupertgrint emmawatson davidy"
9806,The Incredibles,"bob parr ha given up hi superhero day to log in time as an insur adjust and rais hi three children with hi formerli heroic wife in suburbia. but when he receiv a mysteri assignment, it' time to get back into costume. action adventur anim famili secretident secret hero island wretch supernaturalpow weapon lawsuit superhero craigt.nelson hollyhunt samuell.jackson bradbird"
56292,Mission: Impossible - Ghost Protocol,"in the 4th instal of the mission imposs series, ethan hunt (cruise) and hi team are race against time to track down a danger terrorist name hendrick (nyqvist), who ha gain access to russian nuclear launch code and is plan a strike on the unit states. an attempt to stop him end in an explos caus sever destruct to the kremlin and the imf to be implic in the bombing, forc the presid to disavow them. no longer be aid by the government, ethan and hi team chase hendrick around the globe, although they might still be too late to stop a disaster. action thriller adventur fight sequel mission explos brokenarm imax nuclearthreat tomcruis jeremyrenn simonpegg bradbird"
68721,Iron Man 3,"when toni stark' world is torn apart by a formid terrorist call the mandarin, he start an odyssey of rebuild and retribution. action adventur sciencefict terrorist waronterror tennesse malibu marvelcom superhero basedoncomicbook tonystark ironman aftercreditssting marvelcinematicunivers mandarin 3d warmachin ironpatriot extremi robertdowneyjr. gwynethpaltrow doncheadl shaneblack"
27578,The Expendables,"barney ross lead a band of highli skill mercenari includ knife enthusiast lee christmas, a martial art expert, heavi weapon specialist, demolitionist, and a loose-cannon sniper. when the group is commiss by the mysteri mr. church to assassin the dictat of a small south american island, barney and lee visit the remot local to scout out their opposit and discov the true natur of the conflict engulf the city. thriller adventur action tattoo martialart sniper island mercenari bridg rescu escap church drug blade ensemblecast duringcreditssting sylvesterstallon jasonstatham dolphlundgren sylvesterstallon"
10138,Iron Man 2,"with the world now awar of hi dual life as the armor superhero iron man, billionair inventor toni stark face pressur from the government, the press and the public to share hi technolog with the military. unwil to let go of hi invention, stark, with pepper pott and jame 'rhodey' rhode at hi side, must forg new allianc – and confront power enemies. adventur action sciencefict malibu marvelcom superhero basedoncomicbook reveng aftercreditssting marvelcinematicunivers robertdowneyjr. gwynethpaltrow doncheadl jonfavreau"
58595,Snow White and the Huntsman,"after the evil queen marri the king, she perform a violent coup in which the king is murder and hi daughter, snow white, is taken captive. almost a decad later, a grown snow white is still in the clutch of the queen. in order to obtain immortality, the evil queen need the heart of snow white. after snow escap the castle, the queen send the huntsman to find her in the dark forest. adventur fantasi drama queen magic fairytal immort forest decept woman eternalyouth snowwhit evilqueen evilstepmoth imprison sorceress kristenstewart charlizetheron chrishemsworth rupertsand"
184315,Hercules,"fourteen hundr year ago, a torment soul walk the earth that wa neither man nor god. hercul wa the power son of the god king zeus, for thi he receiv noth but suffer hi entir life. after twelv arduou labor and the loss of hi family, thi dark, world-weari soul turn hi back on the god find hi onli solac in bloodi battle. over the year he warm to the compani of six similar souls, their onli bond be their love of fight and presenc of death. these men and woman never question where they go to fight or whi or whom, just how much they will be paid. now the king of thrace ha hire these mercenari to train hi men to becom the greatest armi of all time. it is time for thi bunch of lost soul to final have their eye open to how far they have fallen when they must train an armi to becom as ruthless and blood thirsti as their reput ha become. action adventur mercenari battl ancientgreec hercul warrior sagen dwaynejohnson ianmcshan johnhurt brettratn"
163,Ocean's Twelve,"danni ocean reunit with hi old flame and the rest of hi merri band of thiev in carri out three huge heist in rome, pari and amsterdam – but a europol agent is hot on their heels. thriller crime sequel fabergéegg dutcheastindiancompani second part goldenegg goon georgeclooney bradpitt catherinezeta-jon stevensoderbergh"
105,Back to the Future,"eighti teenag marti mcfli is accident sent back in time to 1955, inadvert disrupt hi parents' first meet and attract hi mother' romant interest. marti must repair the damag to histori by rekindl hi parents' romanc and - with the help of hi eccentr inventor friend doc brown - return to 1985. adventur comedi sciencefict famili clocktow carrac terrorist delorean lightn guitar plutonium sportscar inventor journeyinthepast timetravel raceagainsttim partner misfit madscientist fishoutofwat teenagelov destini hiddenident oddcoupl escapad disord chasesandrac loveandrom teenagelif misfitpartn changingthepastorfutur gettinghom inventionsanddiscoveri michaelj.fox christopherlloyd leathompson robertzemecki"
101299,The Hunger Games: Catching Fire,"katniss everdeen ha return home safe after win the 74th annual hunger game along with fellow tribut peeta mellark. win mean that they must turn around and leav their famili and close friends, embark on a ""victor' tour"" of the districts. along the way katniss sens that a rebellion is simmering, but the capitol is still veri much in control as presid snow prepar the 75th annual hunger game (the quarter quell) - a competit that could chang panem forever. adventur action sciencefict competit basedonnovel mentor secret factori televis propaganda futur dystopia allianc game presid upris sequel murder surviv conspiraci rebellion blood femaleprotagonist tournament explos danger imax winner basedonyoungadultnovel jenniferlawr joshhutcherson liamhemsworth francislawr"
857,Saving Private Ryan,"as u.s. troop storm the beach of normandy, three brother lie dead on the battlefield, with a fourth trap behind enemi lines. ranger captain john miller and seven men are task with penetr german-held territori and bring the boy home. drama histori war warcrim selfsacrific warveteran worldwarii warship airplan braveri normandi parachut troop waffenss omahabeach armi cowardic americanflag warmemori desertedtown militari 1940 tomhank mattdamon vindiesel stevenspielberg"
217,Indiana Jones and the Kingdom of the Crystal Skull,"set dure the cold war, the soviet – led by sword-wield irina spalko – are in search of a crystal skull which ha supernatur power relat to a mystic lost citi of gold. after be captur and then escap from them, indi is coerc to head to peru at the behest of a young man whose friend – and indy' colleagu – professor oxley ha been captur for hi knowledg of the skull' whereabouts. adventur action savingtheworld riddl whip treasur mexicoc leatherjacket machinegun alienphenomenon mayacivil peru treasurehunt nuclearexplos refriger archaeologist indianajon archeolog harrisonford cateblanchett shialabeouf stevenspielberg"
954,Mission: Impossible,"when ethan hunt, the leader of a crack espionag team whose peril oper ha gone awri with no explanation, discov that a mole ha penetr the cia, he' surpris to learn that he' the no. 1 suspect. to clear hi name, hunt now must ferret out the real doubl agent and, in the process, even the score. adventur action thriller pari londonengland spi cia terrorist secretident undercov armsdeal headquart secretbas secretmiss pragu embassi secretag tgv comput mission basedontvseri espionag agent tomcruis jonvoight emmanuellebéart briandepalma"
122906,About Time,"the night after anoth unsatisfactori new year party, tim' father tell hi son that the men in hi famili have alway had the abil to travel through time. tim can't chang history, but he can chang what happen and ha happen in hi own life – so he decid to make hi world a better place... by get a girlfriend. sadly, that turn out not to be as easi as he thinks. comedi drama sciencefict londonengland fathersonrelationship timetravel domhnallgleeson rachelmcadam billnighi richardcurti"
241554,Run All Night,"brooklyn mobster and prolif hit man jimmi conlon ha seen better days. longtim best friend of a mob boss, jimmi is haunt by the sin of hi past—a well as a dog polic detect who’ been one step behind jimmi for 30 years. but when jimmy’ estrang son becom a target, jimmi must make a choic between the crime famili he chose and the real famili he abandon long ago. now, with nowher safe to turn, jimmi ha just one night to figur out exactli where hi loyalti lie and to see if he can final make thing right. action crime drama mysteri thriller hitman reveng murder ontherun mobster liamneeson edharri joelkinnaman jaumecollet-serra"
1771,Captain America: The First Avenger,"predominantli set dure world war ii, steve roger is a sickli man from brooklyn who' transform into super-soldi captain america to aid in the war effort. roger must stop the red skull – adolf hitler' ruthless head of weaponry, and the leader of an organ that intend to use a mysteri devic of untold power for world domination. action adventur sciencefict newyork usa worldwarii nazi marvelcom superhero basedoncomicbook nazigermani perioddrama brooklynnewyorkc captainamerica aftercreditssting marvelcinematicunivers 3d chrisevan hugoweav tommyleejon joejohnston"
1124,The Prestige,"a mysteri stori of two magician whose intens rivalri lead them on a life-long battl for supremaci -- full of obsession, deceit and jealousi with danger and deadli consequences. drama mysteri thriller competit secret obsess magic dyinganddeath classsocieti illus trick hostil class rivalri hughjackman christianbal michaelcain christophernolan"
120467,The Grand Budapest Hotel,"the grand budapest hotel tell of a legendari concierg at a famou european hotel between the war and hi friendship with a young employe who becom hi trust protégé. the stori involv the theft and recoveri of a priceless renaiss painting, the battl for an enorm famili fortun and the slow and then sudden upheav that transform europ dure the first half of the 20th century. comedi drama hotel paint wartim gunfight theft mentorprotégérelationship european hotellobbi renaissancepaint ralphfienn tonyrevolori f.murrayabraham wesanderson"
222935,The Fault in Our Stars,"despit the tumor-shrink medic miracl that ha bought her a few years, hazel ha never been anyth but terminal, her final chapter inscrib upon diagnosis. but when a patient name augustu water suddenli appear at cancer kid support group, hazel' stori is about to be complet rewritten. romanc drama amsterdam basedonnovel supportgroup cancer teenag starcrossedlov teendrama oxygentank basedonyoungadultnovel shailenewoodley anselelgort natwolff joshboon"
218,The Terminator,"in the post-apocalypt future, reign tyrann supercomput teleport a cyborg assassin known as the ""terminator"" back to 1984 to kill sarah connor, whose unborn son is destin to lead insurg against 21st centuri mechan hegemony. meanwhile, the human-resist movement dispatch a lone warrior to safeguard sarah. can he stop the virtual indestruct kill machine? action thriller sciencefict savingtheworld artificialintellig rebel cyborg shotgun killerrobot sunglass dystopia carchas lasergun urbanset futurewar arnoldschwarzenegg michaelbiehn lindahamilton jamescameron"
228967,The Interview,"dave skylark and hi produc aaron rapoport run the celebr tabloid show ""skylark tonight"". when they land an interview with a surpris fan, north korean dictat kim jong-un, they are recruit by the cia to turn their trip to pyongyang into an assassin mission. action comedi cia coupd'etat northkorea assassinationattempt evildict jamesfranco sethrogen lizzycaplan sethrogen"
22970,The Cabin in the Woods,"five colleg friend spend the weekend at a remot cabin in the woods, where they get more than they bargain for. together, they must discov the truth behind the cabin in the woods. horror thriller cabin plottwist cabininthewood filmedkil videowal speakerphon mountedanimalhead youngadult kristenconnolli chrishemsworth annahutchison drewgoddard"
640,Catch Me If You Can,"a true stori about frank abagnal jr. who, befor hi 19th birthday, success con million of dollar worth of check as a pan am pilot, doctor, and legal prosecutor. an fbi agent make it hi mission to put him behind bars. but frank not onli elud capture, he revel in the pursuit. drama crime conman biographi fbiagent overheadcamerashot attemptedjailbreak engagementparti mislaidtrust bankfraud inspiredbyatruestori leonardodicaprio tomhank christopherwalken stevenspielberg"
83542,Cloud Atlas,"a set of six nest stori span time between the 19th centuri and a distant post-apocalypt future. cloud atla explor how the action and consequ of individu live impact one anoth throughout the past, the present and the future. action, mysteri and romanc weav through the stori as one soul is shape from a killer into a hero and a singl act of kind rippl across centuri to inspir a revolut in the distant future. base on the award win novel by david mitchell. direct by tom tykwer and the wachowskis. drama sciencefict clone futur dystopia ensemblecast duringcreditssting centuri womandirector 1930 tomhank halleberri jimbroadb tomtykw"
8909,Wanted,"doormat wesley gibson discov that hi recent murder father – who wesley never knew – belong to a secret guild of assassins. after a leather-clad sexpot draft wesley into the society, he hone hi innat kill skill and turn avenger. action thriller crime assassin lossoffath secretsocieti missionofmurd reveng angelinajoli jamesmcavoy morganfreeman timurbekmambetov"
20526,TRON: Legacy,"sam flynn, the tech-savvi and dare son of kevin flynn, investig hi father' disappear and is pull into the grid. with the help of a mysteri program name quorra, sam quest to stop evil dictat clu from cross into the real world. adventur action sciencefict artificialintellig secretident computerprogram dystopia comput decept duel motorcycl neonlight autocraci garretthedlund jeffbridg oliviawild josephkosinski"
194,Amélie,"at a tini parisian café, the ador yet pain shi améli (audrey tautou) accident discov a gift for help others. soon ameli is spend her day as a matchmaker, guardian angel, and all-around do-gooder. but when she bump into a handsom stranger, will she find the courag to becom the star of her veri own love story? comedi romanc pari lovetriangl ghosttrain sex-shop shyness montmartr daughter gardengnom journeyroundtheworld photographi audreytaut mathieukassovitz rufu jean-pierrejeunet"
862,Toy Story,"led by woody, andy' toy live happili in hi room until andy' birthday bring buzz lightyear onto the scene. afraid of lose hi place in andy' heart, woodi plot against buzz. but when circumst separ buzz and woodi from their owner, the duo eventu learn to put asid their differences. anim comedi famili jealousi toy boy friendship friend rivalri boynextdoor newtoy toycomestolif tomhank timallen donrickl johnlasset"
13475,Star Trek,"the fate of the galaxi rest in the hand of bitter rivals. one, jame kirk, is a delinquent, thrill-seek iowa farm boy. the other, spock, a vulcan, wa rais in a logic-bas societi that reject all emotion. as fieri instinct clash with calm reason, their unlik but power partnership is the onli thing capabl of lead their crew through unimagin danger, boldli go where no one ha gone before. the human adventur ha begun again. sciencefict action adventur spacecraft teleport spacemiss parachut timetravel blackhol supernova prequel warpspe futurist warpengin romulan outerspac vulcan alternater spaceopera reboot chrispin zacharyquinto leonardnimoy j.j.abram"
863,Toy Story 2,"andi head off to cowboy camp, leav hi toy to their own devices. thing shift into high gear when an obsess toy collector name al mcwhiggen, owner of al' toy barn kidnap woody. andy' toy mount a dare rescu mission, buzz lightyear meet hi match and woodi ha to decid where he and hi heart truli belong. anim comedi famili museum prosecut identitycrisi airplan fleamarket collector teamwork friendship rescueteam garagesal duringcreditssting toycomestolif personif inanimateobjectscomingtolif tomhank timallen joancusack johnlasset"
73,American History X,"derek vineyard is parol after serv 3 year in prison for kill two thug who tri to break into/st hi truck. through hi brother, danni vineyard' narration, we learn that befor go to prison, derek wa a skinhead and the leader of a violent white supremacist gang that commit act of racial crime throughout l.a. and hi action greatli influenc danny. reform and fresh out of prison, derek sever contact with the gang and becom determin to keep danni from go down the same violent path as he did. drama usa neo-nazi prison skinhead brotherbrotherrelationship rape fascism brother basketbal jail school swastika losangel famili hate neonaz xenophobia interracialfriendship nazism prisonrap edwardnorton edwardfurlong beverlyd'angelo tonykay"
605,The Matrix Revolutions,the human citi of zion defend itself against the massiv invas of the machin as neo fight to end the war at anoth front while also oppos the rogu agent smith. adventur action thriller sciencefict savingtheworld artificialintellig manvsmachin fli philosophi fortunetel kungfu undergroundworld killerrobot templ subway dream sun hero fight sunlight computerviru key futur precognit supercomput machinetown yingyang dyinganddeath virtualr dystopia comput faith worldreligion truth rescu mission cyberpunk womandirector yinyang gnostic keanureev laurencefishburn carrie-annemoss lillywachowski
1954,The Butterfly Effect,"a young man struggl to access sublim childhood memories. he find a techniqu that allow him to travel back into the past, to occupi hi childhood bodi and chang history. however, he soon find that everi chang he make ha unexpect consequences. sciencefict thriller amnesia chaostheori blackout timetravel flashback ashtonkutch melorawalt amysmart ericbress"
745,The Sixth Sense,"a psycholog thriller about an eight year old boy name cole sear who believ he can see into the world of the dead. a child psychologist name malcolm crow come to cole to help him deal with hi problem, learn that he realli can see ghost of dead people. mysteri thriller drama childabus senseofguilt lossofchild confid psycholog dyinganddeath marriagecrisi afterlif singl paranormalphenomena cowardli child spirit brucewilli tonicollett oliviawilliam m.nightshyamalan"
271718,Trainwreck,"have thought that monogami wa never possible, a commitment-phob career woman may have to face her fear when she meet a good guy. comedi alcohol one-nightstand amyschum billhad brielarson juddapatow"
225886,Sex Tape,"when jay and anni first got together, their romant connect wa intens – but ten year and two kid later, the flame of their love need a spark. to kick thing up a notch, they decid – whi not? – to make a video of themselv tri out everi posit in the joy of sex in one marathon three-hour session. it seem like a great idea – until they discov that their most privat video is no longer private. with their reput on the line, they know they’r just one click away from be laid bare to the world... but as their race to reclaim their video lead to a night they'll never forget, they'll find that their video will expos even more than they bargain for. comedi marriag internet relationship famili sextap camerondiaz jasonsegel robcorddri jakekasdan"
16869,Inglourious Basterds,"in nazi-occupi franc dure world war ii, a group of jewish-american soldier known as ""the basterds"" are chosen specif to spread fear throughout the third reich by scalp and brutal kill nazis. the basterds, lead by lt. aldo rain soon cross path with a french-jewish teenag girl who run a movi theater in pari which is target by the soldiers. drama action thriller war pari guerrilla cinema selfsacrific dynamit mexicanstandoff worldwarii jewpersecut jew nazi masoch sadism scalp winstonchurchil knifeinhand antisemit gore swastika bloodbath germanoccupationoffr violenc gunviol bradpitt mélanielaur christophwaltz quentintarantino"
100402,Captain America: The Winter Soldier,"after the cataclysm event in new york with the avengers, steve rogers, aka captain america is live quietli in washington, d.c. and tri to adjust to the modern world. but when a s.h.i.e.l.d. colleagu come under attack, steve becom embroil in a web of intrigu that threaten to put the world at risk. join forc with the black widow, captain america struggl to expos the ever-widen conspiraci while fight off profession assassin sent to silenc him at everi turn. when the full scope of the villain plot is revealed, captain america and the black widow enlist the help of a new ally, the falcon. however, they soon find themselv up against an unexpect and formid enemy—th winter soldier. action adventur sciencefict washingtond.c. futur shield marvelcom superhero basedoncomicbook captainamerica aftercreditssting duringcreditssting marvelcinematicunivers 3d politicalthril chrisevan samuell.jackson scarlettjohansson anthonyrusso"
1366,Rocky,"when world heavyweight box champion, apollo creed want to give an unknown fighter a shot at the titl as a public stunt, hi handler choos palooka rocki balboa, an uneduc collector for a philadelphia loan shark. rocki team up with trainer mickey goldmil to make the most of thi onc in a lifetim break. drama underdog philadelphia transport italo-american fight loveofone'slif public boxer independ boxingmatch train lover surpris worldchampion amateur victori sylvesterstallon taliashir burtyoung johng.avildsen"
534,Terminator Salvation,"all grown up in post-apocalypt 2018, john connor must lead the resist of human against the increasingli domin militarist robots. but when marcu wright appears, hi exist confus the mission as connor tri to determin whether wright ha come from the futur or the past -- and whether he' friend or foe. action sciencefict thriller savingtheworld artificialintellig propheci sanfrancisco cyborg killerrobot gasstat post-apocalypt dystopia armi firearm wartim losangel christianbal samworthington antonyelchin mcg"
53182,300: Rise of an Empire,"base on frank miller' latest graphic novel xerx and told in the breathtak visual style of the blockbust ""300,"" thi new chapter of the epic saga take the action to a fresh battlefield--on the sea--a greek gener themistokl attempt to unit all of greec by lead the charg that will chang the cours of the war. ""300: rise of an empire"" pit themistokl against the massiv invad persian forc led by mortal-turned-god xerx and artemesia, the veng command of the persian navy. action war basedongraphicnovel ancientgreec duringcreditssting seabattl handtohandcombat minion navalwarfar 3d sullivanstapleton evagreen lenaheadey noammurro"
254470,Pitch Perfect 2,"the bella are back, and they are better than ever. after be humili in front of none other than the presid of the unit state of america, the bella are taken out of the aca-circuit. in order to clear their name, and regain their status, the bella take on a seemingli imposs task: win an intern competit no american team ha ever won. in order to accomplish thi monument task, they need to strengthen the bond of friendship and sisterhood and blow away the competit with their amaz aca-magic! with all new friend and old rival tag along for the trip, the bella can hope accomplish their dreams. comedi music music sequel singer malefemalerelationship audit groupoffriend duringcreditssting singingcompetit femalemusician singingcontest womandirector acapella annakendrick rebelwilson haileesteinfeld elizabethbank"
75656,Now You See Me,an fbi agent and an interpol detect track a team of illusionist who pull off bank heist dure their perform and reward their audienc with the money. thriller crime pari bank secret fbi vault magic neworlean investig heist conspiraci money escap newyorkc lasvega explos jesseeisenberg markruffalo woodyharrelson louisleterri
6479,I Am Legend,"robert nevil is a scientist who wa unabl to stop the spread of the terribl viru that wa incur and man-made. immune, nevil is now the last human survivor in what is left of new york citi and perhap the world. for three years, nevil ha faith sent out daili radio messages, desper to find ani other survivor who might be out there. but he is not alone. drama horror action thriller sciencefict savingtheworld lostcivilis post-apocalypt dystopia matteroflifeanddeath alon helpless viru pandem willsmith alicebraga charlietahan francislawr"
604,The Matrix Reloaded,"six month after the event depict in the matrix, neo ha prove to be a good omen for the free humans, as more and more human are be freed from the matrix and brought to zion, the one and onli stronghold of the resistance. neo himself ha discov hi superpow includ super speed, abil to see the code of the thing insid the matrix and a certain degre of pre-cognition. but a nasti piec of news hit the human resistance: 250,000 machin sentinel are dig to zion and would reach them in 72 hours. as zion prepar for the ultim war, neo, morpheu and triniti are advis by the oracl to find the keymak who would help them reach the source. meanwhil neo' recurr dream depict trinity' death have got him worri and as if it wa not enough, agent smith ha somehow escap deletion, ha becom more power than befor and ha fix neo as hi next target. adventur action thriller sciencefict savingtheworld artificialintellig manvsmachin martialart kungfu undergroundworld dream hero fight computerviru key futur plato precognit rave dyinganddeath virtualr dystopia comput faith worldreligion truth mission cyberpunk womandirector gnostic keanureev carrie-annemoss laurencefishburn lillywachowski"
